Comment ID,Channel ID,Comment Create Timestamp,Price,Parent Comment ID,Video ID,Comment Text,Top-Level Comment ID
Ugw-vgaJvcZs5y_TD_B4AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2020-10-22T15:46:32.374092+00:00,0,,KGAj8IhnR3c,"{""text"":""He laughs too much..""}",
Ugznt2JYPXuWS0AznAR4AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2020-10-15T00:51:22.445748+00:00,0,,1n5nOEJtrYA,"{""text"":""so sad. why are people so mean to  others. seems like a really nice person. this video will definitely have helped so many.""}",
Ugzj-buo2pOP3F701v14AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2020-10-14T18:05:37.894465+00:00,0,,b8e3ioPvjNo,"{""text"":""Why did you eat it""}",
Ugx2_oXj4pyBgWUa5BN4AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2020-10-05T13:43:52.503604+00:00,0,,xXL_OgF41sI,"{""text"":""thanks for the class. enjoyed it :)""}",
UgxWCuIEZB_xR2uvosp4AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2020-10-02T16:35:43.587681+00:00,0,,eR0gibenFk4,"{""text"":""can you raise the volume for these videos, they aren't loud enough for many environments""}",
UgxTlRyLmhwSWzkOQWx4AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2020-10-02T16:33:12.119874+00:00,0,,OKAEXRQlrbs,"{""text"":""thank you for these videos, they are a breath of fresh air compared to many other videos that simply go over the math""}",
UgxpWOgFYDGS4AIfQhh4AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2020-09-27T09:48:37.396052+00:00,0,,uVUuEdGRHvY,"{""text"":""Did one person make this!!?""}",
UgyLGD_qLEsCcqxnGA14AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2020-09-23T06:58:00.254049+00:00,0,,q8SWMAQYQf0,"{""text"":""It's an act, poor kid""}",
Ugwe0HuYQJnyg2ueFxV4AaABAg.9DpxEGa6GhJ9DuDoL-qAN0,UCVQm2V0CZdNH6k5Eszq6w0w,2020-09-22T09:03:23.701827+00:00,0,Ugwe0HuYQJnyg2ueFxV4AaABAg,Pfqt7RNkZCQ,"{""text"":""Yeah, I think it's cause not everyone is as smart""}",Ugwe0HuYQJnyg2ueFxV4AaABAg
Ugwsc14dIyQkdIPmc8t4AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2020-09-22T09:00:28.148052+00:00,0,,K-pOCseEXKI,"{""text"":""Our saviour!!! Thank you!""}",
