,altitude,date_time,device_info_serial,direction,latitude,longitude,speed_2d,bird_name
28,66,2013-08-15 08:34:47+00,851,9.67433866827677,49.3869064,2.2525242000000003,0.7752418977325719,Eric
29,17,2013-08-15 08:49:51+00,851,-168.58972763051798,49.3879873,2.2529494999999997,1.53883072493371,Eric
30,64,2013-08-15 09:05:03+00,851,60.307324776428096,49.386891,2.2525538,0.161245154965971,Eric
31,64,2013-08-15 09:20:07+00,851,158.132512836426,49.386895,2.2525678,0.150332963783729,Eric
32,-160,2013-08-15 09:35:03+00,851,165.330006731466,49.3878693,2.25031,1.42351677194194,Eric
33,30,2013-08-15 09:50:01+00,851,-89.8561966088686,49.387088299999995,2.252066,0.24738633753706002,Eric
34,146,2013-08-15 10:04:55+00,851,132.70107369304702,49.3863934,2.2539331000000002,0.339705755029261,Eric
35,89,2013-08-15 10:19:51+00,851,-130.739445466442,49.389611200000004,2.2492129000000003,1.58937094474512,Eric
36,64,2013-08-15 10:34:51+00,851,-32.1007063052198,49.391169899999994,2.247121,11.1882527679705,Eric
37,9,2013-08-15 10:49:45+00,851,121.777000143251,49.3789567,2.2273425,5.54152506084742,Eric
38,-14,2013-08-15 11:04:43+00,851,-131.818865270582,49.385452799999996,2.2509697,0.9027181176868001,Eric
39,68,2013-08-15 11:20:08+00,851,-36.5592272495379,49.385589,2.2503135,0.3106444913401811,Eric
40,127,2013-08-15 11:35:05+00,851,-58.0350204679607,49.387664,2.2507148999999997,9.11689091741258,Eric
41,90,2013-08-15 11:50:06+00,851,111.66712987322599,49.3898531,2.2469282,2.09570990358876,Eric
42,74,2013-08-15 12:05:06+00,851,-92.10104501772258,49.3903054,2.2478924,0.8633075929238659,Eric
43,-7,2013-08-15 12:21:47+00,851,174.93744081867598,49.4087206,2.2727072,17.0014411153878,Eric
44,46,2013-08-15 12:36:43+00,851,-163.26450617007,49.408827,2.2722345,0.624339651151519,Eric
45,-88,2013-08-15 12:51:34+00,851,168.536528027042,49.4091856,2.272041,0.49203658400570205,Eric
46,-103,2013-08-15 13:06:30+00,851,-176.367740599375,49.4090766,2.2719721,0.182482875908947,Eric
47,45,2013-08-15 13:21:31+00,851,-61.9500997541076,49.4093085,2.2716432999999996,1.19037809119624,Eric
48,60,2013-08-15 13:36:56+00,851,118.13217887379999,49.40931,2.2715755,0.0806225774829855,Eric
49,59,2013-08-15 13:51:51+00,851,111.848916798541,49.409378600000004,2.2717467,0.5063595560468871,Eric
50,54,2013-08-15 14:06:48+00,851,-158.353225584125,49.4114544,2.2794514,0.747930478052606,Eric
51,46,2013-08-15 14:21:56+00,851,24.190484836117896,49.4123975,2.2823738,2.9201541055225197,Eric
52,57,2013-08-15 14:37:27+00,851,56.4256348527633,49.4123468,2.282375,0.912633551870629,Eric
53,62,2013-08-15 14:52:26+00,851,157.129321507653,49.4123255,2.2823307999999995,0.24207436873820398,Eric
54,-120,2013-08-15 15:07:21+00,851,116.879264537975,49.4121109,2.2812091,0.449221548904324,Eric
55,-342,2013-08-15 15:22:15+00,851,-39.1811971503696,49.4122081,2.2810371,0.770778826901725,Eric
56,60,2013-08-15 15:37:22+00,851,-99.44187383249171,49.4122724,2.2823432999999995,1.71746906813485,Eric
57,50,2013-08-15 15:52:33+00,851,-72.50815416320029,49.412318400000004,2.2822971,1.04752088284673,Eric
58,50,2013-08-15 16:07:46+00,851,-64.39166777580209,49.4123419,2.2822374,2.16363120702212,Eric
59,46,2013-08-15 16:22:57+00,851,-51.955161788798705,49.4123632,2.2822744,2.6368541863364396,Eric
60,69,2013-08-15 16:38:10+00,851,-49.327489892041704,49.412259399999996,2.2824642999999996,0.20808652046684803,Eric
61,48,2013-08-15 16:53:21+00,851,-45.400435415689,49.412400299999995,2.2822261000000004,3.7221633494515003,Eric
62,50,2013-08-15 17:08:34+00,851,-49.68791561045521,49.4124245,2.2821824,4.20080944580922,Eric
63,53,2013-08-15 17:23:47+00,851,-55.7904067022808,49.41231679999999,2.282194,2.54135790474305,Eric
64,104,2013-08-15 17:40:05+00,851,17.1271651675596,49.3902656,2.2471331,6.4894375719317905,Eric
65,84,2013-08-15 17:56:09+00,851,-110.83838825098302,49.4313193,2.2421803,0.13038404810405302,Eric
66,77,2013-08-15 18:11:03+00,851,72.50238059452991,49.430099600000005,2.2427931,0.188679622641132,Eric
67,78,2013-08-15 18:25:59+00,851,-46.6943528674152,49.4301176,2.2427959,0.643506021727847,Eric
68,58,2013-08-15 18:40:55+00,851,-81.7851431595396,49.430587599999996,2.2402014,0.680294054067798,Eric
69,116,2013-08-15 18:55:51+00,851,43.273095045948104,49.4302393,2.2425279,0.987167665596883,Eric
70,67,2013-08-15 19:11:09+00,851,-13.1063078871771,49.4301222,2.2429387000000003,0.701141925718324,Eric
